projectname,mountpoint,rsync,numfiles,filesize(bytes)
wxstudio,wxstudio,rsync://wxstudio.cvs.sourceforge.net/cvsroot/wxstudio/*,3,"69,258,677 bytes"
wxsu,code,svn.code.sf.net::p/wxsu/code,125,"21,822,497 bytes"
wxsudoku,code,svn.code.sf.net::p/wxsudoku/code,52,"2,807,053 bytes"
wxsvg,wxsvg,rsync://wxsvg.cvs.sourceforge.net/cvsroot/wxsvg/*,446,"8,919,086 bytes"
wxsw,code.git,git.code.sf.net::p/wxsw/code.git,697,"417,502 bytes"
wxsword,code,svn.code.sf.net::p/wxsword/code,500,"15,413,840 bytes"
wxsword,wxsword,rsync://wxsword.cvs.sourceforge.net/cvsroot/wxsword/*,298,"9,188,187 bytes"
wxswtupdater,code,svn.code.sf.net::p/wxswtupdater/code,41,"27,476 bytes"
wxtd,code.git,git.code.sf.net::p/wxtd/code.git,26,"14,637 bytes"
wxtea,mercurial,hg.code.sf.net::p/wxtea/mercurial,22,"21,048 bytes"
wxtempl,wxtempl,rsync://wxtempl.cvs.sourceforge.net/cvsroot/wxtempl/*,95,"222,637 bytes"
wxtest,wxtest,rsync://wxtest.cvs.sourceforge.net/cvsroot/wxtest/*,183,"1,348,982 bytes"
wxtestahxb,code.git,git.code.sf.net::p/wxtestahxb/code.git,26,"14,825 bytes"
wxtimetracker,code,svn.code.sf.net::p/wxtimetracker/code,44,"89,982 bytes"
wxtl,wxtl,rsync://wxtl.cvs.sourceforge.net/cvsroot/wxtl/*,220,"1,051,954 bytes"
wxtlclient,code.git,git.code.sf.net::p/wxtlclient/code.git,26,"14,643 bytes"
wxtlclient,code-0,svn.code.sf.net::p/wxtlclient/code-0,44,"32,237 bytes"
wxtlclient,code-1,hg.code.sf.net::p/wxtlclient/code-1,7,"253 bytes"
wxtlg,wxtlg,rsync://wxtlg.cvs.sourceforge.net/cvsroot/wxtlg/*,95,"326,106 bytes"
wxtmc,wxtmc,rsync://wxtmc.cvs.sourceforge.net/cvsroot/wxtmc/*,98,"512,867 bytes"
wxtoolbox,wxtoolbox,rsync://wxtoolbox.cvs.sourceforge.net/cvsroot/wxtoolbox/*,64,"437,892 bytes"
wxtranslate,code,svn.code.sf.net::p/wxtranslate/code,71,"210,168 bytes"
wxutility,code,svn.code.sf.net::p/wxutility/code,75,"101,546 bytes"
wxvcl,code,svn.code.sf.net::p/wxvcl/code,160,"2,949,499 bytes"
wxvillalib,wxvillalib,rsync://wxvillalib.cvs.sourceforge.net/cvsroot/wxvillalib/*,131,"978,524 bytes"
wxvoj49916,code.git,git.code.sf.net::p/wxvoj49916/code.git,0,"0 bytes"
wxvox59934,code.git,git.code.sf.net::p/wxvox59934/code.git,0,"0 bytes"
wxvrml,wxvrml,rsync://wxvrml.cvs.sourceforge.net/cvsroot/wxvrml/*,162,"467,772 bytes"
wxvtk,wxvtk,rsync://wxvtk.cvs.sourceforge.net/cvsroot/wxvtk/*,78,"361,698 bytes"
wxwc,git.git,git.code.sf.net::p/wxwc/git.git,26,"14,818 bytes"
wxwc,svn,svn.code.sf.net::p/wxwc/svn,40,"28,536 bytes"
wxweb,code.git,git.code.sf.net::p/wxweb/code.git,26,"14,820 bytes"
wxwebkit,code,svn.code.sf.net::p/wxwebkit/code,42,"25,628 bytes"
wxwidget-aos,wxwidget-aos,rsync://wxwidget-aos.cvs.sourceforge.net/cvsroot/wxwidget-aos/*,610,"16,892,262 bytes"
wxwidgetsapp,code,svn.code.sf.net::p/wxwidgetsapp/code,46,"32,342 bytes"
wxwidgets-binaries-obs,code.git,git.code.sf.net::p/wxwidgets-binaries-obs/code.git,37,"90,790,465 bytes"
wxwidgets-id,code.git,git.code.sf.net::p/wxwidgets-id/code.git,26,"14,827 bytes"
wxwidgetsjpdoc,code,svn.code.sf.net::p/wxwidgetsjpdoc/code,48,"15,653,401 bytes"
wx-wintab-test,code,svn.code.sf.net::p/wx-wintab-test/code,46,"37,673 bytes"
wxworkshop,code,svn.code.sf.net::p/wxworkshop/code,48,"4,179,468 bytes"
wxworkshop,wxworkshop,rsync://wxworkshop.cvs.sourceforge.net/cvsroot/wxworkshop/*,2,"30,675,697 bytes"
wxwpm,code,svn.code.sf.net::p/wxwpm/code,481,"5,530,906 bytes"
wxwx,code.git,git.code.sf.net::p/wxwx/code.git,26,"14,819 bytes"
wxx,wxx,rsync://wxx.cvs.sourceforge.net/cvsroot/wxx/*,73,"171,895 bytes"
wxxcd,wxxcd,rsync://wxxcd.cvs.sourceforge.net/cvsroot/wxxcd/*,163,"1,929,433 bytes"
wxxj,code.git,git.code.sf.net::p/wxxj/code.git,26,"14,819 bytes"
wxxjsm,code.git,git.code.sf.net::p/wxxjsm/code.git,26,"14,821 bytes"
wxxrcwriter,code,svn.code.sf.net::p/wxxrcwriter/code,137,"1,262,676 bytes"
wxxs,code,svn.code.sf.net::p/wxxs/code,273,"13,194,557 bytes"
wx-xword,code,svn.code.sf.net::p/wx-xword/code,1,"36,836,696 bytes"
wxy,code.git,git.code.sf.net::p/wxy/code.git,26,"14,818 bytes"
wxyl,code.git,git.code.sf.net::p/wxyl/code.git,26,"14,637 bytes"
wxytricdhnh,code.git,git.code.sf.net::p/wxytricdhnh/code.git,26,"14,826 bytes"
wxzbsun,code.git,git.code.sf.net::p/wxzbsun/code.git,26,"14,822 bytes"
wxzihaow,code.git,git.code.sf.net::p/wxzihaow/code.git,26,"14,641 bytes"
wxzone,code.git,git.code.sf.net::p/wxzone/code.git,26,"14,821 bytes"
wxzoom,code,svn.code.sf.net::p/wxzoom/code,80,"148,881 bytes"
wyantirootkit,code,svn.code.sf.net::p/wyantirootkit/code,40,"28,546 bytes"
wyapp,code.git,git.code.sf.net::p/wyapp/code.git,26,"14,638 bytes"
wy-at-erp,code,svn.code.sf.net::p/wy-at-erp/code,44,"5,730,522 bytes"
wyatterp-400,wyatterp-400,rsync://wyatterp-400.cvs.sourceforge.net/cvsroot/wyatterp-400/*,3,"15,433,326 bytes"
wyattglanz,code.git,git.code.sf.net::p/wyattglanz/code.git,26,"14,825 bytes"
wyattminott,code.git,git.code.sf.net::p/wyattminott/code.git,26,"14,826 bytes"
wyaym00826,code.git,git.code.sf.net::p/wyaym00826/code.git,0,"0 bytes"
wyb2012,code.git,git.code.sf.net::p/wyb2012/code.git,26,"14,822 bytes"
wyb391,code.git,git.code.sf.net::p/wyb391/code.git,26,"14,821 bytes"
wybecomtalk,code,svn.code.sf.net::p/wybecomtalk/code,172,"42,342,731 bytes"
wybfi69801,code.git,git.code.sf.net::p/wybfi69801/code.git,0,"0 bytes"
wybosys,code.git.git,git.code.sf.net::p/wybosys/code.git.git,26,"14,826 bytes"
wybosys,code.svn,svn.code.sf.net::p/wybosys/code.svn,40,"28,544 bytes"
wybpi44464,code.git,git.code.sf.net::p/wybpi44464/code.git,0,"0 bytes"
wybso60543,code.git,git.code.sf.net::p/wybso60543/code.git,0,"0 bytes"
wycel,wycel,rsync://wycel.cvs.sourceforge.net/cvsroot/wycel/*,51,"68,526 bytes"
wycg666com,code.git,git.code.sf.net::p/wycg666com/code.git,26,"14,643 bytes"
wyciw00288,code.git,git.code.sf.net::p/wyciw00288/code.git,0,"0 bytes"
wyckstan,code.git,git.code.sf.net::p/wyckstan/code.git,26,"14,641 bytes"
wycow48402,code.git,git.code.sf.net::p/wycow48402/code.git,0,"0 bytes"
wycqs02841,code.git,git.code.sf.net::p/wycqs02841/code.git,0,"0 bytes"
wycuq24486,code.git,git.code.sf.net::p/wycuq24486/code.git,0,"0 bytes"
wycweb,code,svn.code.sf.net::p/wycweb/code,40,"28,539 bytes"
wydii,code,svn.code.sf.net::p/wydii/code,44,"32,413 bytes"
wydnexus,code.git,git.code.sf.net::p/wydnexus/code.git,26,"14,823 bytes"
wydropbts,code.git,git.code.sf.net::p/wydropbts/code.git,26,"14,824 bytes"
wydserver,code,svn.code.sf.net::p/wydserver/code,89,"5,899,547 bytes"
wydstrike,code.git,git.code.sf.net::p/wydstrike/code.git,26,"14,642 bytes"
wyg,code.git,git.code.sf.net::p/wyg/code.git,26,"14,818 bytes"
wyg,code-0,svn.code.sf.net::p/wyg/code-0,40,"28,538 bytes"
wygfwz,code.git,git.code.sf.net::p/wygfwz/code.git,26,"14,639 bytes"
wygq,code.git,git.code.sf.net::p/wygq/code.git,26,"14,637 bytes"
wygzjie,code.git,git.code.sf.net::p/wygzjie/code.git,26,"14,822 bytes"
wyim,code,svn.code.sf.net::p/wyim/code,60,"13,031,635 bytes"
wyiri49627,code.git,git.code.sf.net::p/wyiri49627/code.git,0,"0 bytes"
wyj,code.git,git.code.sf.net::p/wyj/code.git,26,"14,636 bytes"
wyjkrg,code.git,git.code.sf.net::p/wyjkrg/code.git,26,"14,639 bytes"
wyjkrg,code-0,svn.code.sf.net::p/wyjkrg/code-0,44,"32,233 bytes"
wyjkrg,code-1,hg.code.sf.net::p/wyjkrg/code-1,7,"249 bytes"
wyjp,git.git,git.code.sf.net::p/wyjp/git.git,26,"14,818 bytes"
wyjp,svn,svn.code.sf.net::p/wyjp/svn,40,"28,536 bytes"
wyjp,mercurial,hg.code.sf.net::p/wyjp/mercurial,7,"272 bytes"
wyk,code.git,git.code.sf.net::p/wyk/code.git,16,"727 bytes"
wyk11,code.git,git.code.sf.net::p/wyk11/code.git,26,"14,603 bytes"
wykadanietowaru,code.git,git.code.sf.net::p/wykadanietowaru/code.git,26,"14,830 bytes"
wykadanietowaru,code-0,svn.code.sf.net::p/wykadanietowaru/code-0,40,"28,550 bytes"
wykadanietowaru,code-1,hg.code.sf.net::p/wykadanietowaru/code-1,7,"270 bytes"
wykci06826,code.git,git.code.sf.net::p/wykci06826/code.git,0,"0 bytes"
wykko64400,code.git,git.code.sf.net::p/wykko64400/code.git,0,"0 bytes"
wykobi,code,svn.code.sf.net::p/wykobi/code,46,"168,174 bytes"
wykres2012,code,svn.code.sf.net::p/wykres2012/code,297,"649,966 bytes"
wykrvr,code.git,git.code.sf.net::p/wykrvr/code.git,26,"14,639 bytes"
wykrvr,code-0,svn.code.sf.net::p/wykrvr/code-0,44,"32,231 bytes"
wykrvr,code-1,hg.code.sf.net::p/wykrvr/code-1,7,"249 bytes"
wyl,code.git,git.code.sf.net::p/wyl/code.git,26,"14,636 bytes"
wyl,code-0,svn.code.sf.net::p/wyl/code-0,44,"32,230 bytes"
wyl,code-1,hg.code.sf.net::p/wyl/code-1,7,"246 bytes"
wylacznikc,code.git,git.code.sf.net::p/wylacznikc/code.git,26,"14,825 bytes"
wyllie,git.git,git.code.sf.net::p/wyllie/git.git,26,"14,603 bytes"
wyllie,svn,svn.code.sf.net::p/wyllie/svn,44,"1,712,461 bytes"
wylujido,code.git,git.code.sf.net::p/wylujido/code.git,26,"14,823 bytes"
wylws,code.git,git.code.sf.net::p/wylws/code.git,26,"14,638 bytes"
wylws,code-0,svn.code.sf.net::p/wylws/code-0,44,"32,232 bytes"
wylws,code-1,hg.code.sf.net::p/wylws/code-1,7,"248 bytes"
wylzydsl,code.git,git.code.sf.net::p/wylzydsl/code.git,26,"14,823 bytes"
wyman,code.git,git.code.sf.net::p/wyman/code.git,26,"14,638 bytes"
wymew88644,code.git,git.code.sf.net::p/wymew88644/code.git,0,"0 bytes"
wynajemautokaru,code.git,git.code.sf.net::p/wynajemautokaru/code.git,26,"14,648 bytes"
wynajemautokarwwrocaw,code.git,git.code.sf.net::p/wynajemautokarwwrocaw/code.git,26,"14,836 bytes"
wynajembarow,code.git,git.code.sf.net::p/wynajembarow/code.git,26,"14,827 bytes"
wynbackend,git.git,git.code.sf.net::p/wynbackend/git.git,26,"14,824 bytes"
wynbackend,svn,svn.code.sf.net::p/wynbackend/svn,40,"28,542 bytes"
wyndh06209,code.git,git.code.sf.net::p/wyndh06209/code.git,0,"0 bytes"
wynedaisy,code.git,git.code.sf.net::p/wynedaisy/code.git,26,"14,824 bytes"
wyngjy,code.git,git.code.sf.net::p/wyngjy/code.git,26,"14,639 bytes"
wynstonblog,code.git,git.code.sf.net::p/wynstonblog/code.git,26,"14,644 bytes"
wynyf,code.git,git.code.sf.net::p/wynyf/code.git,26,"14,638 bytes"
wyodesktop,wyodesktop,rsync://wyodesktop.cvs.sourceforge.net/cvsroot/wyodesktop/*,240,"3,230,881 bytes"
wyoguide,wyoguide,rsync://wyoguide.cvs.sourceforge.net/cvsroot/wyoguide/*,373,"15,037,750 bytes"
wyome,code.git,git.code.sf.net::p/wyome/code.git,26,"14,638 bytes"
wyome,code-0,svn.code.sf.net::p/wyome/code-0,44,"32,232 bytes"
wyome,code-1,hg.code.sf.net::p/wyome/code-1,7,"248 bytes"
wypiszedukacjic,code,svn.code.sf.net::p/wypiszedukacjic/code,54,"45,939 bytes"
wyposaeniewntrz,code.git,git.code.sf.net::p/wyposaeniewntrz/code.git,26,"14,830 bytes"
wyposazenie,code.git,git.code.sf.net::p/wyposazenie/code.git,26,"14,644 bytes"
wypoyczalnia,code.git,git.code.sf.net::p/wypoyczalnia/code.git,26,"14,827 bytes"
wyprojects,code-0,svn.code.sf.net::p/wyprojects/code-0,45,"34,875 bytes"
wyqbbs,code.git,git.code.sf.net::p/wyqbbs/code.git,26,"14,821 bytes"
wyqco22806,code.git,git.code.sf.net::p/wyqco22806/code.git,0,"0 bytes"
wyqcw20424,code.git,git.code.sf.net::p/wyqcw20424/code.git,0,"0 bytes"
wyqme62844,code.git,git.code.sf.net::p/wyqme62844/code.git,0,"0 bytes"
wyqtestpro,git.git,git.code.sf.net::p/wyqtestpro/git.git,26,"14,824 bytes"
wyqtestpro,svn,svn.code.sf.net::p/wyqtestpro/svn,40,"28,542 bytes"
wyqtestpro,mercurial,hg.code.sf.net::p/wyqtestpro/mercurial,7,"278 bytes"
wyrbzl,code.git,git.code.sf.net::p/wyrbzl/code.git,26,"14,639 bytes"
wyrbzl,code-0,svn.code.sf.net::p/wyrbzl/code-0,44,"32,233 bytes"
wyrbzl,code-1,hg.code.sf.net::p/wyrbzl/code-1,7,"249 bytes"
wyrdgame,code,svn.code.sf.net::p/wyrdgame/code,46,"32,360 bytes"
wyrdismtestplug,code.git,git.code.sf.net::p/wyrdismtestplug/code.git,26,"14,648 bytes"
wyrm-calumma,code.git,git.code.sf.net::p/wyrm-calumma/code.git,26,"14,645 bytes"
wyrm-calumma,code-0,hg.code.sf.net::p/wyrm-calumma/code-0,7,"255 bytes"
wyrmtools,wyrmtools,rsync://wyrmtools.cvs.sourceforge.net/cvsroot/wyrmtools/*,4,"175,777,986 bytes"
wyrmtools,web.git,git.code.sf.net::p/wyrmtools/web.git,30,"2,753,300 bytes"
wyrmtools,data.git,git.code.sf.net::p/wyrmtools/data.git,39,"573,518 bytes"
wyrmtools,graphics.git,git.code.sf.net::p/wyrmtools/graphics.git,37,"1,350,637 bytes"
wyrmtools,projects.git,git.code.sf.net::p/wyrmtools/projects.git,43,"95,232,350 bytes"
wys,wys,rsync://wys.cvs.sourceforge.net/cvsroot/wys/*,74,"272,345 bytes"
wys2015,git.git,git.code.sf.net::p/wys2015/git.git,26,"14,821 bytes"
wys2015,svn,svn.code.sf.net::p/wys2015/svn,40,"28,539 bytes"
wys2015,mercurial,hg.code.sf.net::p/wys2015/mercurial,7,"275 bytes"
wyscc12238,code.git,git.code.sf.net::p/wyscc12238/code.git,0,"0 bytes"
wysiup,wysiup,rsync://wysiup.cvs.sourceforge.net/cvsroot/wysiup/*,78,"157,685 bytes"
wysiwiki,wysiwiki,rsync://wysiwiki.cvs.sourceforge.net/cvsroot/wysiwiki/*,47,"31,689 bytes"
wysiwygcalc,code,svn.code.sf.net::p/wysiwygcalc/code,63,"190,727 bytes"
wysiwygcms,code,svn.code.sf.net::p/wysiwygcms/code,56,"1,249,800 bytes"
wysiwyg-edit,code,svn.code.sf.net::p/wysiwyg-edit/code,121,"7,996,884 bytes"
wysiwygnet,code.git,git.code.sf.net::p/wysiwygnet/code.git,26,"14,825 bytes"
wysou64632,code.git,git.code.sf.net::p/wysou64632/code.git,0,"0 bytes"
wysql,wysql,rsync://wysql.cvs.sourceforge.net/cvsroot/wysql/*,142,"704,815 bytes"
wyss,git.git,git.code.sf.net::p/wyss/git.git,26,"14,818 bytes"
wyss,svn,svn.code.sf.net::p/wyss/svn,40,"28,536 bytes"
wyss,mercurial,hg.code.sf.net::p/wyss/mercurial,7,"272 bytes"
wysylaniepsowdoanglii,code.git,git.code.sf.net::p/wysylaniepsowdoanglii/code.git,26,"14,836 bytes"
wytaw71394,code.git,git.code.sf.net::p/wytaw71394/code.git,0,"0 bytes"
wyther,code.git,git.code.sf.net::p/wyther/code.git,281,"84,092 bytes"
wytrawiarka,code,svn.code.sf.net::p/wytrawiarka/code,90,"520,141 bytes"
wytx,code.git,git.code.sf.net::p/wytx/code.git,26,"14,637 bytes"
wyulnnhtg,code.git,git.code.sf.net::p/wyulnnhtg/code.git,26,"14,642 bytes"
wyulnnhtg,code-0,svn.code.sf.net::p/wyulnnhtg/code-0,44,"32,236 bytes"
wyulnnhtg,code-1,hg.code.sf.net::p/wyulnnhtg/code-1,7,"252 bytes"
wyw,code.git,git.code.sf.net::p/wyw/code.git,26,"14,636 bytes"
wywgy68000,code.git,git.code.sf.net::p/wywgy68000/code.git,0,"0 bytes"
wywindrv,code.git,git.code.sf.net::p/wywindrv/code.git,26,"14,641 bytes"
wywindrv,code-0,svn.code.sf.net::p/wywindrv/code-0,44,"32,235 bytes"
wywindrv,code-1,hg.code.sf.net::p/wywindrv/code-1,7,"251 bytes"
wywly,code,svn.code.sf.net::p/wywly/code,46,"546,702 bytes"
wywrotek,git.git,git.code.sf.net::p/wywrotek/git.git,26,"14,600 bytes"
wywrotek,svn,svn.code.sf.net::p/wywrotek/svn,42,"31,457 bytes"
wywyu60226,code.git,git.code.sf.net::p/wywyu60226/code.git,0,"0 bytes"
wyx,code.git,git.code.sf.net::p/wyx/code.git,26,"14,818 bytes"
wyxsi88049,code.git,git.code.sf.net::p/wyxsi88049/code.git,0,"0 bytes"
wyxty81532,code.git,git.code.sf.net::p/wyxty81532/code.git,0,"0 bytes"
wyxzq,git.git,git.code.sf.net::p/wyxzq/git.git,26,"14,819 bytes"
wyxzq,svn,svn.code.sf.net::p/wyxzq/svn,40,"28,537 bytes"
wyxzq,mercurial,hg.code.sf.net::p/wyxzq/mercurial,7,"273 bytes"
wyyx,code.git,git.code.sf.net::p/wyyx/code.git,26,"14,602 bytes"
wyz,code,svn.code.sf.net::p/wyz/code,42,"31,944 bytes"
wyzblog,code,svn.code.sf.net::p/wyzblog/code,42,"31,952 bytes"
wyzwania,svn,svn.code.sf.net::p/wyzwania/svn,41,"27,471 bytes"
wyzwania,code,svn.code.sf.net::p/wyzwania/code,50,"76,046 bytes"
wyzz,code.git,git.code.sf.net::p/wyzz/code.git,26,"14,637 bytes"
wz100,code.git,git.code.sf.net::p/wz100/code.git,26,"14,820 bytes"
wz123,code.git,git.code.sf.net::p/wz123/code.git,26,"14,638 bytes"
wz2100mapeditor,code,svn.code.sf.net::p/wz2100mapeditor/code,206,"710,212 bytes"
wzbdk80585,code.git,git.code.sf.net::p/wzbdk80585/code.git,0,"0 bytes"
wzbk,code.git,git.code.sf.net::p/wzbk/code.git,26,"14,637 bytes"
wzbk,code-0,svn.code.sf.net::p/wzbk/code-0,44,"32,231 bytes"
wzbk,code-1,hg.code.sf.net::p/wzbk/code-1,7,"247 bytes"
wzbna54378,code.git,git.code.sf.net::p/wzbna54378/code.git,0,"0 bytes"
wzcchpoo,code.git,git.code.sf.net::p/wzcchpoo/code.git,26,"14,823 bytes"
wzchswqurrrxfdn,code.git,git.code.sf.net::p/wzchswqurrrxfdn/code.git,26,"14,830 bytes"
wzcyangzhi,code.git,git.code.sf.net::p/wzcyangzhi/code.git,26,"14,825 bytes"
wzdcia,code.git,git.code.sf.net::p/wzdcia/code.git,26,"14,821 bytes"
wzdh,code.git,git.code.sf.net::p/wzdh/code.git,26,"14,602 bytes"
wzdh,editol.git,git.code.sf.net::p/wzdh/editol.git,26,"14,809 bytes"
wzdhgj,code.git,git.code.sf.net::p/wzdhgj/code.git,26,"14,639 bytes"
wzfwdj,code.git,git.code.sf.net::p/wzfwdj/code.git,26,"14,821 bytes"
wzgl,git.git,git.code.sf.net::p/wzgl/git.git,16,"728 bytes"
wzgl,wzgl,wzgl.bzr.sourceforge.net::bzrroot/wzgl/*,0,"0 bytes"
wzgl,mercurial,hg.code.sf.net::p/wzgl/mercurial,7,"262 bytes"
wzgl,wzgl,rsync://wzgl.cvs.sourceforge.net/cvsroot/wzgl/*,40,"28,420 bytes"
wzgraphicmods,experimental,svn.code.sf.net::p/wzgraphicmods/experimental,469,"4,067,210 bytes"
wzgraphicmods,code-1,svn.code.sf.net::p/wzgraphicmods/code-1,1,"309,067,259 bytes"
wzhong,code.git,git.code.sf.net::p/wzhong/code.git,26,"14,639 bytes"
wzhp,code.git,git.code.sf.net::p/wzhp/code.git,26,"14,819 bytes"
wzhuan123,code.git,git.code.sf.net::p/wzhuan123/code.git,26,"14,642 bytes"
wzhybridbots,code,svn.code.sf.net::p/wzhybridbots/code,61,"168,956 bytes"
wzhyknmcfkkktjm,code.git,git.code.sf.net::p/wzhyknmcfkkktjm/code.git,26,"14,830 bytes"
wzisall,code.git,git.code.sf.net::p/wzisall/code.git,26,"14,822 bytes"
wzj,code.git,git.code.sf.net::p/wzj/code.git,26,"14,818 bytes"
wzjavascript,code.git,git.code.sf.net::p/wzjavascript/code.git,26,"14,827 bytes"
wzjavascript,code-0,svn.code.sf.net::p/wzjavascript/code-0,40,"28,547 bytes"
wzjavascript,code-1,hg.code.sf.net::p/wzjavascript/code-1,7,"267 bytes"
wzjcocos2d,code.git,git.code.sf.net::p/wzjcocos2d/code.git,373,"2,030,486 bytes"
wzjpython,code.git,git.code.sf.net::p/wzjpython/code.git,26,"14,824 bytes"
wzjpython,code-0,svn.code.sf.net::p/wzjpython/code-0,65,"2,589,345 bytes"
wzjy,code.git,git.code.sf.net::p/wzjy/code.git,26,"14,819 bytes"
wzjy,code-0,hg.code.sf.net::p/wzjy/code-0,7,"259 bytes"
wzkidziecicewie,code.git,git.code.sf.net::p/wzkidziecicewie/code.git,26,"14,830 bytes"
wzkwe62526,code.git,git.code.sf.net::p/wzkwe62526/code.git,0,"0 bytes"
wzlgo30971,code.git,git.code.sf.net::p/wzlgo30971/code.git,0,"0 bytes"
wzlovelmx,code.git,git.code.sf.net::p/wzlovelmx/code.git,26,"14,642 bytes"
wzlso73425,code.git,git.code.sf.net::p/wzlso73425/code.git,0,"0 bytes"
wzm2008,code,svn.code.sf.net::p/wzm2008/code,60,"113,956 bytes"
wz-m3gvw,code,svn.code.sf.net::p/wz-m3gvw/code,123,"4,762,194 bytes"
wzmapper,code.git,git.code.sf.net::p/wzmapper/code.git,26,"14,641 bytes"
wz-mle,code,svn.code.sf.net::p/wz-mle/code,1,"44,677,460 bytes"
wzmtc66756,code.git,git.code.sf.net::p/wzmtc66756/code.git,0,"0 bytes"
wzmujia,code.git,git.code.sf.net::p/wzmujia/code.git,26,"14,822 bytes"
wzmvcqhmm,code.git,git.code.sf.net::p/wzmvcqhmm/code.git,26,"14,824 bytes"
wznet,git.git,git.code.sf.net::p/wznet/git.git,16,"730 bytes"
wznet,mercurial,hg.code.sf.net::p/wznet/mercurial,7,"263 bytes"
wznet,wznet,wznet.bzr.sourceforge.net::bzrroot/wznet/*,0,"0 bytes"
wznet,wznet,rsync://wznet.cvs.sourceforge.net/cvsroot/wznet/*,40,"28,424 bytes"
wznm,code.git,git.code.sf.net::p/wznm/code.git,26,"14,819 bytes"
wznm1,code.git,git.code.sf.net::p/wznm1/code.git,26,"14,820 bytes"
wzpbg24032,code.git,git.code.sf.net::p/wzpbg24032/code.git,0,"0 bytes"
wzplm15130,code.git,git.code.sf.net::p/wzplm15130/code.git,0,"0 bytes"
wzq888,code.git,git.code.sf.net::p/wzq888/code.git,26,"14,821 bytes"
wzqn,code.git,git.code.sf.net::p/wzqn/code.git,26,"14,637 bytes"
wzr502,code.git,git.code.sf.net::p/wzr502/code.git,26,"14,821 bytes"
wzr502,code-0,svn.code.sf.net::p/wzr502/code-0,62,"58,532 bytes"
wzredemption,code,svn.code.sf.net::p/wzredemption/code,145,"5,120,277 bytes"
wzrxe,code.git,git.code.sf.net::p/wzrxe/code.git,26,"14,638 bytes"
wzrxe,code-0,svn.code.sf.net::p/wzrxe/code-0,44,"32,232 bytes"
wzrxe,code-1,hg.code.sf.net::p/wzrxe/code-1,7,"248 bytes"
wzs,code.git,git.code.sf.net::p/wzs/code.git,26,"14,636 bytes"
wzs360,code.git,git.code.sf.net::p/wzs360/code.git,26,"14,821 bytes"
wzscreen,code,hg.code.sf.net::p/wzscreen/code,7,"249 bytes"
wzskynet,code,svn.code.sf.net::p/wzskynet/code,43,"43,791 bytes"
wzss,code.git,git.code.sf.net::p/wzss/code.git,26,"14,637 bytes"
wz-terrene,code.git,git.code.sf.net::p/wz-terrene/code.git,45,"8,184,719 bytes"
wztip,code,svn.code.sf.net::p/wztip/code,109,"463,902 bytes"
wzw,code.git,git.code.sf.net::p/wzw/code.git,26,"14,601 bytes"
wzwgrd,code.git,git.code.sf.net::p/wzwgrd/code.git,26,"14,639 bytes"
wzwgrd,code-0,svn.code.sf.net::p/wzwgrd/code-0,44,"32,231 bytes"
wzwgrd,code-1,hg.code.sf.net::p/wzwgrd/code-1,7,"249 bytes"
wzwl,code.git,git.code.sf.net::p/wzwl/code.git,26,"14,637 bytes"
wzxf00,code.git,git.code.sf.net::p/wzxf00/code.git,26,"14,639 bytes"
wzxf001,code.git,git.code.sf.net::p/wzxf001/code.git,26,"14,640 bytes"
wzxf001,code-0,hg.code.sf.net::p/wzxf001/code-0,7,"250 bytes"
wzxf002,code.git,git.code.sf.net::p/wzxf002/code.git,26,"14,640 bytes"
wzxf003,code.git,git.code.sf.net::p/wzxf003/code.git,26,"14,640 bytes"
wzxf004,code.git,git.code.sf.net::p/wzxf004/code.git,26,"14,640 bytes"
wzxkd07033,code.git,git.code.sf.net::p/wzxkd07033/code.git,0,"0 bytes"
wzxq,code.git,git.code.sf.net::p/wzxq/code.git,26,"14,637 bytes"
wzxweb,code.git,git.code.sf.net::p/wzxweb/code.git,26,"14,821 bytes"
wzybbs,code.git,git.code.sf.net::p/wzybbs/code.git,26,"14,604 bytes"
wzymathtools,code,svn.code.sf.net::p/wzymathtools/code,48,"63,179 bytes"
wzz,code.git,git.code.sf.net::p/wzz/code.git,26,"14,636 bytes"
wzz,code-0,svn.code.sf.net::p/wzz/code-0,44,"32,230 bytes"
wzz,code-1,hg.code.sf.net::p/wzz/code-1,7,"246 bytes"
wzz-bridge,code,svn.code.sf.net::p/wzz-bridge/code,242,"8,241,952 bytes"
wzzzh90201,code.git,git.code.sf.net::p/wzzzh90201/code.git,0,"0 bytes"
x00n,code,svn.code.sf.net::p/x00n/code,131,"9,463,917 bytes"
x012093rets,code.git,git.code.sf.net::p/x012093rets/code.git,33,"15,115 bytes"
x012093rets,code-0,svn.code.sf.net::p/x012093rets/code-0,44,"32,421 bytes"
x012093rets,code-1,hg.code.sf.net::p/x012093rets/code-1,7,"266 bytes"
x0d,x0d,rsync://x0d.cvs.sourceforge.net/cvsroot/x0d/*,75,"222,872 bytes"
x0d06f00d,code,svn.code.sf.net::p/x0d06f00d/code,44,"33,313 bytes"
x0d06f00d,git.git,git.code.sf.net::p/x0d06f00d/git.git,26,"14,823 bytes"
x0x,code.git,git.code.sf.net::p/x0x/code.git,26,"14,818 bytes"
x0xb0x,x0xb0x,rsync://x0xb0x.cvs.sourceforge.net/cvsroot/x0xb0x/*,119,"6,310,597 bytes"
x10,code,svn.code.sf.net::p/x10/code,59,"1,032,208,232 bytes"
